1.2965087890625;0;2010.8.9_21.1.52
5.1177978515625;1;2010.8.9_21.1.59
2.9342041015625;2;2010.8.9_21.2.10
2.9342041015625;3;2010.8.9_21.2.18
2.9342041015625;4;2010.8.9_21.2.26
2.9342041015625;5;2010.8.9_21.2.34
2.9342041015625;6;2010.8.9_21.2.43
2.9342041015625;7;2010.8.9_21.2.51
2.9342041015625;8;2010.8.9_21.2.59
4.5718994140625;9;2010.8.9_21.3.7
4.5718994140625;10;2010.8.9_21.3.17
4.5718994140625;11;2010.8.9_21.3.28
4.5718994140625;12;2010.8.9_21.3.38
4.5718994140625;13;2010.8.9_21.3.48
5.1177978515625;14;2010.8.9_21.3.59
5.1177978515625;15;2010.8.9_21.4.10
3.00244140625;16;2010.8.9_21.4.21
4.0260009765625;17;2010.8.9_21.4.29
8.9390869140625;18;2010.8.9_21.4.38
7.0966796875;19;2010.8.9_21.4.55
7.0966796875;20;2010.8.9_21.5.9
3.54833984375;21;2010.8.9_21.5.23
4.5718994140625;22;2010.8.9_21.5.32
4.5718994140625;23;2010.8.9_21.5.42
8.46142578125;24;2010.8.9_21.5.53
5.1177978515625;25;2010.8.9_21.6.7
3.54833984375;26;2010.8.9_21.6.19
3.54833984375;27;2010.8.9_21.6.27
3.54833984375;28;2010.8.9_21.6.36
3.54833984375;29;2010.8.9_21.6.45
4.5718994140625;30;2010.8.9_21.6.53
4.5718994140625;31;2010.8.9_21.7.4
4.5718994140625;32;2010.8.9_21.7.14
4.5718994140625;33;2010.8.9_21.7.25
4.5718994140625;34;2010.8.9_21.7.35
4.5718994140625;35;2010.8.9_21.7.45
4.5718994140625;36;2010.8.9_21.7.56
4.5718994140625;37;2010.8.9_21.8.6
8.46142578125;38;2010.8.9_21.8.16
8.46142578125;39;2010.8.9_21.8.31
8.46142578125;40;2010.8.9_21.8.46
8.46142578125;41;2010.8.9_21.9.1
5.1177978515625;42;2010.8.9_21.9.15
5.1177978515625;43;2010.8.9_21.9.27
5.1177978515625;44;2010.8.9_21.9.38
5.1177978515625;45;2010.8.9_21.9.49
8.46142578125;46;2010.8.9_21.10.0
10.0308837890625;47;2010.8.9_21.10.17
9.4849853515625;48;2010.8.9_21.10.35
10.0308837890625;49;2010.8.9_21.10.53
10.0308837890625;50;2010.8.9_21.11.12
8.46142578125;51;2010.8.9_21.11.31
8.46142578125;52;2010.8.9_21.11.48
8.46142578125;53;2010.8.9_21.12.4
5.1177978515625;54;2010.8.9_21.12.20
4.4354248046875;55;2010.8.9_21.12.32
4.776611328125;56;2010.8.9_21.12.42
4.8448486328125;57;2010.8.9_21.12.53
5.1177978515625;58;2010.8.9_21.13.4
5.049560546875;59;2010.8.9_21.13.15
5.049560546875;60;2010.8.9_21.13.26
5.1177978515625;61;2010.8.9_21.13.37
5.1177978515625;62;2010.8.9_21.13.49
4.4354248046875;63;2010.8.9_21.14.0
4.4354248046875;64;2010.8.9_21.14.10
4.4354248046875;65;2010.8.9_21.14.20
4.4354248046875;66;2010.8.9_21.14.31
4.776611328125;67;2010.8.9_21.14.41
4.8448486328125;68;2010.8.9_21.14.52
4.776611328125;69;2010.8.9_21.15.3
4.776611328125;70;2010.8.9_21.15.14
4.8448486328125;71;2010.8.9_21.15.24
4.8448486328125;72;2010.8.9_21.15.35
4.8448486328125;73;2010.8.9_21.15.46
4.8448486328125;74;2010.8.9_21.15.57
5.1177978515625;75;2010.8.9_21.16.8
5.1177978515625;76;2010.8.9_21.16.19
5.1177978515625;77;2010.8.9_21.16.30
5.1177978515625;78;2010.8.9_21.16.42
10.09912109375;79;2010.8.9_21.16.53
10.235595703125;80;2010.8.9_21.17.12
9.7579345703125;81;2010.8.9_21.17.31
9.7579345703125;82;2010.8.9_21.17.49
12.2144775390625;83;2010.8.9_21.18.8
10.09912109375;84;2010.8.9_21.18.30
10.09912109375;85;2010.8.9_21.18.49
10.09912109375;86;2010.8.9_21.19.8
1.36474609375;87;2010.8.9_21.19.27
1.36474609375;88;2010.8.9_21.19.35
2.9342041015625;89;2010.8.9_21.19.43
3.6165771484375;90;2010.8.9_21.19.51
4.2989501953125;91;2010.8.9_21.20.0
3.4801025390625;92;2010.8.9_21.20.10
5.73193359375;93;2010.8.9_21.20.19
6.6190185546875;94;2010.8.9_21.20.31
